label,sentences
anger,i would feel a violent stab of loneliness
anger,i sincerely recommend it but u gotta watch it alone coz if ya watch it wid more people the other will b like change the channel or just feel like ur hintin that theyre too violent or summinoruva
anger,i wondered why sometimes i feel the overwhelming need to be violent
anger,i feel violent and stupid but at the same time that guy deserves it
anger,i'd rather be home feeling violent and lonely
anger,i'd rather be home feeling violent and lonely
anger,i'd rather be home feeling violent and lonely
anger,i'd rather be home feeling violent lonely
anger,i see that either the guy doesn't realize how good he has it or abuses the relationship in various ways which enrages me to a point where i get drunk or feel violent physically
anger,i happened to be visiting my mother on 9 fearfear and the feeling of dissociation as i saw the horrors unfold on tv was violent
anger,i had to say i don't want to hurt anyone over and over again as i was feeling really violent
anger,i might feel violent aggression confusion deep fear or grief and i will just express that openly and in some cases i might also have to act it out in a verbal and symbolic way in order to get the client conscious and present to it
anger,i really don't like to talk to as i feel that don't respect others and they are violent towards people that aren't thinking the way they are
anger,i would feel a violent stab of loneliness
anger,i do not enjoy waking up at three am particularly on a work night and sitting around for hours with a massive case of the shakes feeling like i'm going to have a violent revisiting with my dinner
anger,i feel violent i feel alone
anger,i feel a violent pain in my body
anger,i'm glad i have 2 weeks off from not seeing anybody there because i feel very violent right now
